signal ,province,city,job,salary,company,experience,education,scale
铜陵2,安徽,铜陵,数据分析,8k-12k,网达软件,3-5年,本科,1000-9999人
铜陵2,安徽,铜陵,数据分析开发工程师,10k-15k,恒流,3-5年,本科,20-99人
铜陵2,安徽,铜陵,数据分析师（在合肥全职工作）,6k-12k,国泰安数据,3-5年,本科,100-499人
铜陵2,安徽,铜陵,数据分析师,3k-6k,Future Data,1-3年,本科,100-499人
铜陵2,安徽,铜陵,数据分析师,4k-6k,天津德佑宝业,1-3年,本科,1000-9999人
铜陵2,安徽,铜陵,数据分析专员,4k-6k,美菜网,1年以内,本科,10000人以上
铜陵2,安徽,铜陵,数据分析师,8k-15k,凡普金科,1-3年,大专,10000人以上
铜陵2,安徽,铜陵,商业数据分析,3k-5k,纪念日集团,1年以内,大专,1000-9999人
铜陵2,安徽,铜陵,数据分析高级专员/助理,3k-5k,合肥链家,1-3年,本科,10000人以上
铜陵2,安徽,铜陵,数据分析实习生,1k-2k,格子科技,应届生,大专,20-99人
铜陵2,安徽,铜陵,数据分析,7k-12k,赞同科技,1-3年,本科,1000-9999人
铜陵3,安徽,铜陵,会计（数据分析方向）,5k-7k,合肥新东方学校,1-3年,本科,1000-9999人
铜陵3,安徽,铜陵,高级数据分析师,10k-18k,胜利科技,5-10年,本科,100-499人
铜陵3,安徽,铜陵,数据分析师,4k-5k,清博大数据,1-3年,本科,100-499人
铜陵3,安徽,铜陵,数据分析师,5k-10k,瑞尼尔,1年以内,本科,20-99人
铜陵3,安徽,铜陵,环境气象工程师（数据分析方向）,4k-8k,科创中光,1-3年,本科,20-99人
铜陵3,安徽,铜陵,数据分析工程师,5k-8k,合肥第一房网络科技,1-3年,本科,100-499人
铜陵3,安徽,铜陵,临床数据分析,8k-10k,飞医,1年以内,硕士,20-99人
铜陵3,安徽,铜陵,数据分析专员,4k-6k,安徽网新科技有限公司,经验不限,本科,1000-9999人
铜陵3,安徽,铜陵,数据分析师,3k-4k,知来也,1年以内,本科,0-20人
铜陵3,安徽,铜陵,数据分析师,3k-5k,合肥链家,3-5年,本科,10000人以上
铜陵3,安徽,铜陵,数据分析师,6k-12k,车之翼,1-3年,本科,100-499人
铜陵3,安徽,铜陵,数据分析员,4k-5k,美宜佳便利店,1-3年,大专,10000人以上
铜陵3,安徽,铜陵,商业数据分析,5k-8k,佳洲集团,经验不限,本科,100-499人
铜陵3,安徽,铜陵,呼叫中心数据分析师,8k-12k,凡普金科,1-3年,大专,10000人以上
铜陵3,安徽,铜陵,数据分析岗,3k-4k,安徽壹米滴答,经验不限,大专,10000人以上
铜陵3,安徽,铜陵,数据分析师,4k-6k,北京鸿联九五,1-3年,学历不限,10000人以上
铜陵3,安徽,铜陵,数据分析工程师,8k-15k,维拓智能科技,1-3年,本科,20-99人
铜陵3,安徽,铜陵,数据分析师,4k-6k,小明出行,经验不限,大专,100-499人
铜陵3,安徽,铜陵,数据分析师,3k-6k,威仁晶典,3-5年,本科,0-20人
铜陵3,安徽,铜陵,数据分析师,4k-8k,合肥李山聚财网络科技,1-3年,大专,1000-9999人
铜陵3,安徽,铜陵,商品专员,3k-4k,懿峻熙贸易,1年以内,大专,100-499人
铜陵3,安徽,铜陵,市场营销,4k-8k,易学点灯教育,1年以内,学历不限,20-99人
铜陵3,安徽,铜陵,数据分析师,6k-12k,瑞尼尔,1-3年,本科,20-99人
铜陵3,安徽,铜陵,产品经理,15k-16k,桃花岛,3-5年,本科,100-499人
铜陵4,安徽,铜陵,电商运营,3k-5k,尚喜儿童用品,1-3年,本科,100-499人
铜陵4,安徽,铜陵,运营助理/专员,2k-4k,得味家,1年以内,高中,0-20人
铜陵4,安徽,铜陵,HRBP,4k-5k,奥翼电商,1-3年,本科,100-499人
铜陵4,安徽,铜陵,运营助理/专员,6k-7k,大搜车,1年以内,大专,1000-9999人
铜陵4,安徽,铜陵,网络客服,6k-12k,合肥迈峰集团,1-3年,大专,20-99人
铜陵4,安徽,铜陵,外卖运营,5k-8k,升吉咨询,1年以内,大专,100-499人
铜陵4,安徽,铜陵,天猫运营助理,4k-6k,合肥足佰健,1-3年,高中,0-20人
铜陵4,安徽,铜陵,销售助理,3k-6k,聚瀚传播,1-3年,大专,20-99人
铜陵4,安徽,铜陵,品牌经理,5k-8k,佳琪食品,1年以内,大专,20-99人
铜陵4,安徽,铜陵,大区经理,4k-8k,安徽省我家村食品...,1年以内,大专,20-99人
铜陵4,安徽,铜陵,外贸专员,3k-6k,崇贤电子科技,1年以内,本科,20-99人
铜陵4,安徽,铜陵,活动运营,3k-6k,合肥鼎恩生物,经验不限,学历不限,1000-9999人
铜陵4,安徽,铜陵,市场调研,4k-5k,合肥巨磁文化传媒...,经验不限,大专,20-99人
铜陵4,安徽,铜陵,SEO运营推广合伙人,10k-16k,启凡网络,5-10年,本科,20-99人
铜陵4,安徽,铜陵,新媒体运营,4k-8k,慧诺特教育,1年以内,本科,20-99人
铜陵4,安徽,铜陵,项目经理,10k-20k,博哆网络科技,经验不限,学历不限,10000人以上
铜陵4,安徽,铜陵,ETL/ 数据挖掘 /  数据仓库,7k-14k,赞同科技,1年以内,本科,1000-9999人
铜陵4,安徽,铜陵,sql server 开发,7k-14k,上海为秀,经验不限,学历不限,20-99人
铜陵4,安徽,铜陵,数据挖掘分析师,9k-18k,安徽强大,1-3年,本科,20-99人
铜陵4,安徽,铜陵,在线教育网站运营,4k-7k,安青报业,3-5年,本科,20-99人
铜陵4,安徽,铜陵,会议营销,6k-10k,盛世康和,1年以内,大专,100-499人
铜陵4,安徽,铜陵,客服经理,6k-10k,合肥视也智能眼镜,1年以内,大专,0-20人
铜陵4,安徽,铜陵,客服经理,3k-6k,今忆装饰,1-3年,高中,100-499人
铜陵4,安徽,铜陵,天猫店长,5k-10k,快牛电商,3-5年,大专,20-99人
铜陵4,安徽,铜陵,门店部门经理,4k-5k,北京华联综超,1年以内,大专,1000-9999人
铜陵4,安徽,铜陵,数据运营,3k-6k,易居企业集团,经验不限,大专,10000人以上
铜陵4,安徽,铜陵,运营,5k-8k,为民体艺文化生活服务,经验不限,大专,20-99人
铜陵5,安徽,铜陵,营销主管,8k-16k,佳琪食品,3-5年,本科,20-99人
铜陵5,安徽,铜陵,网络电话咨询主管,8k-12k,合肥福华整形,1-3年,大专,20-99人
铜陵5,安徽,铜陵,网站运营,4k-6k,那一朵花店连锁,1年以内,本科,100-499人
铜陵5,安徽,铜陵,销售助理,3k-4k,宝光集团,1年以内,中专/中技,100-499人
铜陵5,安徽,铜陵,大客户代表,5k-7k,美的厨卫,经验不限,大专,100-499人
铜陵5,安徽,铜陵,网络推广,4k-6k,淳一餐饮,1年以内,大专,20-99人
铜陵5,安徽,铜陵,行政助理、销售,3k-6k,家珍劳务服务,经验不限,学历不限,0-20人
铜陵5,安徽,铜陵,网站运营,4k-5k,顾意文化,1-3年,大专,500-999人
铜陵5,安徽,铜陵,品牌推广员,5k-10k,时空贵人,经验不限,学历不限,100-499人
铜陵5,安徽,铜陵,网店运营,3k-6k,佳翌动漫科技有限公司,经验不限,大专,0-20人
铜陵5,安徽,铜陵,阿里巴巴运营店长,3k-4k,快牛电商,1-3年,大专,20-99人
铜陵5,安徽,铜陵,水吧技术专员,3k-6k,安徽源来食礼,1-3年,高中,20-99人
铜陵5,安徽,铜陵,运营专员,4k-8k,致医健康,经验不限,学历不限,1000-9999人
铜陵5,安徽,铜陵,SEO,3k-5k,中公教育,1年以内,本科,10000人以上
铜陵5,安徽,铜陵,电商运营,4k-8k,奥陶科技,1-3年,大专,0-20人
铜陵5,安徽,铜陵,市场营销,5k-10k,博思学校,1-3年,学历不限,20-99人
铜陵5,安徽,铜陵,品牌公关,6k-12k,万聪网络,3-5年,本科,100-499人
铜陵5,安徽,铜陵,营销策划,3k-6k,尚京集团,1-3年,大专,100-499人
铜陵5,安徽,铜陵,天猫运营,7k-12k,合肥哦也电子商务,1-3年,学历不限,20-99人
铜陵5,安徽,铜陵,sem,5k-10k,毅仁和聚网络科技,经验不限,学历不限,100-499人
铜陵5,安徽,铜陵,游乐员,2k-3k,孩子王,经验不限,中专/中技,10000人以上
铜陵5,安徽,铜陵,网络营销,4k-8k,迈斯特,1-3年,大专,20-99人
铜陵5,安徽,铜陵,产品经理,7k-12k,商信政通,1-3年,本科,100-499人
铜陵5,安徽,铜陵,深度学习工程师,20k-29k,晶奇科技,经验不限,硕士,500-999人
铜陵5,安徽,铜陵,市场营销,3k-6k,原色空间装饰,应届生,高中,20-99人
铜陵6,安徽,铜陵,亚马逊运营,4k-8k,杭州虎克科技,1-3年,本科,0-20人
铜陵6,安徽,铜陵,拼多多运营,5k-10k,快牛电商,1-3年,大专,20-99人
铜陵6,安徽,铜陵,全渠道运动负责人,3k-5k,迪卡侬体育运动品超市,经验不限,大专,10000人以上
铜陵6,安徽,铜陵,技术支持,4k-5k,中软国际,1年以内,大专,10000人以上
铜陵6,安徽,铜陵,企划主管,4k-8k,安徽振赢集团,3-5年,大专,100-499人
铜陵6,安徽,铜陵,电商运营实习生,2k-3k,橙花电商,应届生,中专/中技,20-99人
铜陵6,安徽,铜陵,系统方案解决,10k-20k,安徽云栖科技,3-5年,本科,100-499人
铜陵6,安徽,铜陵,活动运营,6k-7k,车未科技,1-3年,大专,20-99人
铜陵6,安徽,铜陵,电商运营,3k-4k,中恩化工,1-3年,本科,20-99人
铜陵6,安徽,铜陵,电商运营,8k-9k,Nicepeople,1-3年,本科,20-99人
铜陵6,安徽,铜陵,优化运营推广人员,3k-4k,启凡网络,1-3年,大专,20-99人
铜陵6,安徽,铜陵,电商运营,8k-15k,好溢美糕点月饼,1-3年,学历不限,0-20人
铜陵6,安徽,铜陵,跨境电商运营,4k-8k,杭州虎克科技,1-3年,本科,0-20人
铜陵6,安徽,铜陵,数据迁移/信息采集,5k-10k,众耕教育,经验不限,学历不限,20-99人
铜陵6,安徽,铜陵,市场助理,3k-4k,安徽明腾永磁机电,经验不限,本科,100-499人
铜陵6,安徽,铜陵,京东运营,5k-10k,快牛电商,1-3年,大专,20-99人
铜陵6,安徽,铜陵,Python开发工程师,6k-8k,安徽三实,1-3年,大专,20-99人
铜陵6,安徽,铜陵,薄膜材料高级工程师,7k-9k,安德科铭,5-10年,硕士,20-99人
铜陵6,安徽,铜陵,网络推广,3k-6k,盛文电商,1年以内,本科,20-99人
铜陵6,安徽,铜陵,点餐事业部-合肥-BD,7k-13k,美团网,1-3年,大专,10000人以上
铜陵6,安徽,铜陵,阿里巴巴1688运营店长华夏茶城,3k-6k,安徽慕羊,经验不限,学历不限,0-20人
铜陵6,安徽,铜陵,市场营销,10k-15k,众势信用,1年以内,大专,1000-9999人
铜陵6,安徽,铜陵,网络推广,6k-10k,塞恩影视,经验不限,学历不限,20-99人
铜陵6,安徽,铜陵,销售助理,4k-6k,佳琪食品,1-3年,大专,20-99人
铜陵6,安徽,铜陵,运营助理/专员,6k-8k,宇鑫物流,1年以内,本科,10000人以上
铜陵6,安徽,铜陵,信息员,2k-4k,华源聚源,1-3年,大专,100-499人
铜陵6,安徽,铜陵,网络推广专员,4k-7k,启凡网络,1-3年,大专,20-99人
铜陵6,安徽,铜陵,销售助理,3k-4k,易普达,1年以内,大专,100-499人
铜陵6,安徽,铜陵,运营助理/专员,4k-5k,比原网络,1年以内,中专/中技,20-99人
铜陵7,安徽,铜陵,钉钉部署专员,4k-6k,万户网络,1年以内,本科,500-999人
铜陵7,安徽,铜陵,市场主管,4k-8k,安徽启才教育有限公司,1年以内,本科,20-99人
铜陵7,安徽,铜陵,财务经理,6k-7k,曦墨商贸,3-5年,本科,20-99人
铜陵7,安徽,铜陵,光电工程师,3k-6k,科创中光,1年以内,本科,20-99人
铜陵7,安徽,铜陵,采购经理,5k-10k,上海卿张实业有限公司,1-3年,学历不限,0-20人
铜陵7,安徽,铜陵,企划,4k-8k,尚京集团,1-3年,大专,100-499人
铜陵7,安徽,铜陵,市场营销,5k-8k,富泰信用管理有限公司,经验不限,中专/中技,20-99人
铜陵7,安徽,铜陵,数据挖掘工程师,8k-12k,安徽蓝杰鑫,经验不限,本科,20-99人
铜陵7,安徽,铜陵,中高级JAVA工程师（驻行）,8k-16k,振安,1-3年,大专,500-999人
铜陵7,安徽,铜陵,电商运营,3k-6k,魔牛科技,1年以内,大专,0-20人
铜陵7,安徽,铜陵,手游平台运营经理（游戏狗手游网）,4k-5k,手游天下,1年以内,本科,100-499人
铜陵7,安徽,铜陵,销售助理,6k-10k,云丛科技,1-3年,本科,500-999人
铜陵7,安徽,铜陵,商品经理,4k-5k,信能商贸,1-3年,大专,100-499人
铜陵7,安徽,铜陵,电商运营,3k-4k,惠拍实业,1-3年,本科,20-99人
铜陵7,安徽,铜陵,市场专员,2k-4k,华源聚源,1-3年,大专,100-499人
铜陵7,安徽,铜陵,产品运营,3k-6k,摘星者信息传媒,经验不限,中专/中技,100-499人
铜陵7,安徽,铜陵,市场专员、咨询经理,3k-6k,蚂蚁创客,经验不限,大专,20-99人
铜陵7,安徽,铜陵,品类运营,6k-8k,万达商管,5-10年,本科,10000人以上
铜陵7,安徽,铜陵,天猫淘宝运营,7k-12k,沃卡达皮具,1年以内,高中,0-20人
铜陵7,安徽,铜陵,小编,4k-8k,白线流网络科技,经验不限,学历不限,0-20人
铜陵7,安徽,铜陵,社群运营,3k-8k,尚京集团,1-3年,大专,100-499人
铜陵7,安徽,铜陵,实习店面经理,3k-6k,吉事多24H便利店,经验不限,大专,100-499人
铜陵7,安徽,铜陵,电商运营,7k-12k,合肥哦也电子商务,1-3年,学历不限,20-99人
铜陵7,安徽,铜陵,电商运营,3k-4k,惠拍实业,1年以内,大专,20-99人
铜陵8,安徽,铜陵,百度竞价推广,6k-12k,毅仁和聚网络科技,1-3年,学历不限,100-499人
铜陵8,安徽,铜陵,品牌公关,8k-16k,梵羽维,1-3年,本科,20-99人
铜陵8,安徽,铜陵,中高级JAVA工程师(驻行),8k-16k,振安,1-3年,大专,500-999人
铜陵8,安徽,铜陵,全渠道运动负责人,3k-5k,迪卡侬,经验不限,大专,10000人以上
铜陵8,安徽,铜陵,运营助理/专员,3k-4k,万达商管,1-3年,大专,10000人以上
铜陵8,安徽,铜陵,网站运营,6k-10k,自个科技,3-5年,本科,100-499人
铜陵8,安徽,铜陵,商情助理,4k-5k,安徽山水装饰公司,1-3年,大专,1000-9999人
铜陵8,安徽,铜陵,买手,4k-6k,Nicepeople,1年以内,大专,20-99人
铜陵8,安徽,铜陵,招商总监,5k-10k,安徽振赢集团,3-5年,大专,100-499人
铜陵8,安徽,铜陵,SEM,6k-11k,喜尔美科技,1-3年,本科,500-999人
铜陵8,安徽,铜陵,产品助理,3k-6k,用呗金融,1年以内,大专,20-99人
铜陵8,安徽,铜陵,产品助理实习生,2k-3k,科大讯飞,应届生,本科,1000-9999人
铜陵8,安徽,铜陵,1688店铺运营花茶行业,4k-6k,安徽慕羊,经验不限,学历不限,0-20人
铜陵8,安徽,铜陵,运营助理/专员,3k-5k,学霸君,经验不限,大专,1000-9999人
铜陵8,安徽,铜陵,品牌推广员,5k-10k,时空贵人,经验不限,学历不限,100-499人
铜陵8,安徽,铜陵,网络推广,3k-6k,道易传媒,经验不限,大专,100-499人
铜陵8,安徽,铜陵,运营助理,3k-5k,安徽美特,经验不限,学历不限,20-99人
铜陵8,安徽,铜陵,网站运营,3k-4k,非羽网络,经验不限,大专,100-499人
铜陵8,安徽,铜陵,技术客服,3k-6k,微电联公司,1年以内,大专,20-99人
铜陵8,安徽,铜陵,SEM专员/竞价专员,3k-4k,安徽创摇科技有限公司,1-3年,学历不限,0-20人
铜陵8,安徽,铜陵,电商运营,5k-10k,联袂电子商务,1-3年,本科,0-20人
宣城2,安徽,宣城,商业数据分析,4k-6k,厨哈哈,1-3年,本科,100-499人
宣城2,安徽,宣城,数据分析专员,3k-6k,今日头条,1-3年,本科,10000人以上
宣城2,安徽,宣城,阿里巴巴国际站运营（数据分析）,5k-8k,远腾,1-3年,本科,20-99人
宣城2,安徽,宣城,滴滴出行青桔单车数据分析实习生,3k-5k,滴滴出行,经验不限,大专,10000人以上
宣城2,安徽,宣城,数据分析/BI工程师,8k-13k,安硕信息技术,1-3年,本科,1000-9999人
宣城2,安徽,宣城,数据分析员,5k-8k,合肥机数科技有限公司,经验不限,本科,20-99人
宣城2,安徽,宣城,数据分析专员,4k-6k,安徽网新科技有限公司,1年以内,本科,1000-9999人
宣城2,安徽,宣城,数据分析师,8k-12k,恒天软件,3-5年,本科,1000-9999人
宣城2,安徽,宣城,数据分析师,3k-4k,安徽鼎众,1年以内,大专,1000-9999人
宣城2,安徽,宣城,数据分析师,5k-9k,中丽珍珠棉包装材料,1-3年,本科,20-99人
宣城2,安徽,宣城,数据分析实习生,1k-2k,科大讯飞,经验不限,本科,1000-9999人
宣城2,安徽,宣城,数据分析,8k-12k,网达软件,3-5年,本科,1000-9999人
宣城2,安徽,宣城,数据分析开发工程师,10k-15k,恒流,3-5年,本科,20-99人
宣城2,安徽,宣城,数据分析师（在合肥全职工作）,6k-12k,国泰安数据,3-5年,本科,100-499人
宣城2,安徽,宣城,数据分析师,3k-6k,Future Data,1-3年,本科,100-499人
宣城2,安徽,宣城,数据分析师,4k-6k,天津德佑宝业,1-3年,本科,1000-9999人
宣城2,安徽,宣城,数据分析专员,4k-6k,美菜网,1年以内,本科,10000人以上
宣城2,安徽,宣城,数据分析师,8k-15k,凡普金科,1-3年,大专,10000人以上
宣城2,安徽,宣城,商业数据分析,3k-5k,纪念日集团,1年以内,大专,1000-9999人
宣城2,安徽,宣城,数据分析高级专员/助理,3k-5k,合肥链家,1-3年,本科,10000人以上
宣城2,安徽,宣城,数据分析实习生,1k-2k,格子科技,应届生,大专,20-99人
宣城2,安徽,宣城,数据分析专员,5k-8k,安徽网新科技有限公司,1-3年,本科,1000-9999人
宣城2,安徽,宣城,数据分析,7k-12k,赞同科技,1-3年,本科,1000-9999人
宣城2,安徽,宣城,会计（数据分析方向）,5k-7k,合肥新东方学校,1-3年,本科,1000-9999人
宣城2,安徽,宣城,高级数据分析师,10k-18k,胜利科技,5-10年,本科,100-499人
宣城3,安徽,宣城,数据分析师,4k-5k,清博大数据,1-3年,本科,100-499人
宣城3,安徽,宣城,数据分析师,5k-10k,瑞尼尔,1年以内,本科,20-99人
宣城3,安徽,宣城,环境气象工程师（数据分析方向）,4k-8k,科创中光,1-3年,本科,20-99人
宣城3,安徽,宣城,数据分析工程师,5k-8k,合肥第一房网络科技,1-3年,本科,100-499人
宣城3,安徽,宣城,临床数据分析,8k-10k,飞医,1年以内,硕士,20-99人
宣城3,安徽,宣城,数据分析专员,4k-6k,安徽网新科技有限公司,经验不限,本科,1000-9999人
宣城3,安徽,宣城,数据分析师,3k-4k,知来也,1年以内,本科,0-20人
宣城3,安徽,宣城,数据分析师,3k-5k,合肥链家,3-5年,本科,10000人以上
宣城3,安徽,宣城,数据分析师,6k-12k,车之翼,1-3年,本科,100-499人
宣城3,安徽,宣城,数据分析员,4k-5k,美宜佳便利店,1-3年,大专,10000人以上
宣城3,安徽,宣城,呼叫中心数据分析师,8k-12k,凡普金科,1-3年,大专,10000人以上
宣城3,安徽,宣城,商业数据分析,5k-8k,佳洲集团,经验不限,本科,100-499人
宣城3,安徽,宣城,数据分析岗,3k-4k,安徽壹米滴答,经验不限,大专,10000人以上
宣城3,安徽,宣城,数据分析师,4k-6k,北京鸿联九五,1-3年,学历不限,10000人以上
宣城3,安徽,宣城,数据分析工程师,8k-15k,维拓智能科技,1-3年,本科,20-99人
宣城3,安徽,宣城,数据分析师,4k-6k,小明出行,经验不限,大专,100-499人
宣城3,安徽,宣城,数据分析师,3k-6k,威仁晶典,3-5年,本科,0-20人
宣城3,安徽,宣城,数据分析师,4k-8k,合肥李山聚财网络科技,1-3年,大专,1000-9999人
宣城3,安徽,宣城,商品专员,3k-4k,懿峻熙贸易,1年以内,大专,100-499人
宣城3,安徽,宣城,市场营销,4k-8k,易学点灯教育,1年以内,学历不限,20-99人
宣城3,安徽,宣城,数据分析师,6k-12k,瑞尼尔,1-3年,本科,20-99人
宣城3,安徽,宣城,产品经理,15k-16k,桃花岛,3-5年,本科,100-499人
宣城3,安徽,宣城,运营助理/专员,2k-4k,得味家,1年以内,高中,0-20人
宣城3,安徽,宣城,电商运营,3k-5k,尚喜儿童用品,1-3年,本科,100-499人
宣城4,安徽,宣城,HRBP,4k-5k,奥翼电商,1-3年,本科,100-499人
宣城4,安徽,宣城,运营助理/专员,6k-7k,大搜车,1年以内,大专,1000-9999人
宣城4,安徽,宣城,网络客服,6k-12k,合肥迈峰集团,1-3年,大专,20-99人
宣城4,安徽,宣城,外卖运营,5k-8k,升吉咨询,1年以内,大专,100-499人
宣城4,安徽,宣城,天猫运营助理,4k-6k,合肥足佰健,1-3年,高中,0-20人
宣城4,安徽,宣城,销售助理,3k-6k,聚瀚传播,1-3年,大专,20-99人
宣城4,安徽,宣城,品牌经理,5k-8k,佳琪食品,1年以内,大专,20-99人
宣城4,安徽,宣城,大区经理,4k-8k,安徽省我家村食品...,1年以内,大专,20-99人
宣城4,安徽,宣城,外贸专员,3k-6k,崇贤电子科技,1年以内,本科,20-99人
宣城4,安徽,宣城,活动运营,3k-6k,合肥鼎恩生物,经验不限,学历不限,1000-9999人
宣城4,安徽,宣城,市场调研,4k-5k,合肥巨磁文化传媒...,经验不限,大专,20-99人
宣城4,安徽,宣城,SEO运营推广合伙人,10k-16k,启凡网络,5-10年,本科,20-99人
宣城4,安徽,宣城,新媒体运营,4k-8k,慧诺特教育,1年以内,本科,20-99人
宣城4,安徽,宣城,项目经理,10k-20k,博哆网络科技,经验不限,学历不限,10000人以上
宣城4,安徽,宣城,ETL/ 数据挖掘 /  数据仓库,7k-14k,赞同科技,1年以内,本科,1000-9999人
宣城4,安徽,宣城,sql server 开发,7k-14k,上海为秀,经验不限,学历不限,20-99人
宣城4,安徽,宣城,数据挖掘分析师,9k-18k,安徽强大,1-3年,本科,20-99人
宣城4,安徽,宣城,在线教育网站运营,4k-7k,安青报业,3-5年,本科,20-99人
宣城4,安徽,宣城,会议营销,6k-10k,盛世康和,1年以内,大专,100-499人
宣城4,安徽,宣城,客服经理,6k-10k,合肥视也智能眼镜,1年以内,大专,0-20人
宣城4,安徽,宣城,客服经理,3k-6k,今忆装饰,1-3年,高中,100-499人
宣城4,安徽,宣城,天猫店长,5k-10k,快牛电商,3-5年,大专,20-99人
宣城4,安徽,宣城,门店部门经理,4k-5k,北京华联综超,1年以内,大专,1000-9999人
宣城4,安徽,宣城,数据运营,3k-6k,易居企业集团,经验不限,大专,10000人以上
宣城4,安徽,宣城,运营,5k-8k,为民体艺文化生活服务,经验不限,大专,20-99人
宣城4,安徽,宣城,营销主管,8k-16k,佳琪食品,3-5年,本科,20-99人
宣城4,安徽,宣城,网络电话咨询主管,8k-12k,合肥福华整形,1-3年,大专,20-99人
宣城5,安徽,宣城,网站运营,4k-6k,那一朵花店连锁,1年以内,本科,100-499人
宣城5,安徽,宣城,销售助理,3k-4k,宝光集团,1年以内,中专/中技,100-499人
宣城5,安徽,宣城,大客户代表,5k-7k,美的厨卫,经验不限,大专,100-499人
宣城5,安徽,宣城,网络推广,4k-6k,淳一餐饮,1年以内,大专,20-99人
宣城5,安徽,宣城,行政助理、销售,3k-6k,家珍劳务服务,经验不限,学历不限,0-20人
宣城5,安徽,宣城,网站运营,4k-5k,顾意文化,1-3年,大专,500-999人
宣城5,安徽,宣城,品牌推广员,5k-10k,时空贵人,经验不限,学历不限,100-499人
宣城5,安徽,宣城,网店运营,3k-6k,佳翌动漫科技有限公司,经验不限,大专,0-20人
宣城5,安徽,宣城,阿里巴巴运营店长,3k-4k,快牛电商,1-3年,大专,20-99人
宣城5,安徽,宣城,水吧技术专员,3k-6k,安徽源来食礼,1-3年,高中,20-99人
宣城5,安徽,宣城,运营专员,4k-8k,致医健康,经验不限,学历不限,1000-9999人
宣城5,安徽,宣城,SEO,3k-5k,中公教育,1年以内,本科,10000人以上
宣城5,安徽,宣城,电商运营,4k-8k,奥陶科技,1-3年,大专,0-20人
宣城5,安徽,宣城,市场营销,5k-10k,博思学校,1-3年,学历不限,20-99人
宣城5,安徽,宣城,品牌公关,6k-12k,万聪网络,3-5年,本科,100-499人
宣城5,安徽,宣城,营销策划,3k-6k,尚京集团,1-3年,大专,100-499人
宣城5,安徽,宣城,天猫运营,7k-12k,合肥哦也电子商务,1-3年,学历不限,20-99人
宣城5,安徽,宣城,sem,5k-10k,毅仁和聚网络科技,经验不限,学历不限,100-499人
宣城5,安徽,宣城,游乐员,2k-3k,孩子王,经验不限,中专/中技,10000人以上
宣城5,安徽,宣城,网络营销,4k-8k,迈斯特,1-3年,大专,20-99人
宣城5,安徽,宣城,产品经理,7k-12k,商信政通,1-3年,本科,100-499人
宣城5,安徽,宣城,深度学习工程师,20k-29k,晶奇科技,经验不限,硕士,500-999人
宣城5,安徽,宣城,市场营销,3k-6k,原色空间装饰,应届生,高中,20-99人
宣城5,安徽,宣城,拼多多运营,5k-10k,快牛电商,1-3年,大专,20-99人
宣城6,安徽,宣城,亚马逊运营,4k-8k,杭州虎克科技,1-3年,本科,0-20人
宣城6,安徽,宣城,全渠道运动负责人,3k-5k,迪卡侬体育运动品超市,经验不限,大专,10000人以上
宣城6,安徽,宣城,技术支持,4k-5k,中软国际,1年以内,大专,10000人以上
宣城6,安徽,宣城,企划主管,4k-8k,安徽振赢集团,3-5年,大专,100-499人
宣城6,安徽,宣城,电商运营实习生,2k-3k,橙花电商,应届生,中专/中技,20-99人
宣城6,安徽,宣城,系统方案解决,10k-20k,安徽云栖科技,3-5年,本科,100-499人
宣城6,安徽,宣城,活动运营,6k-7k,车未科技,1-3年,大专,20-99人
宣城6,安徽,宣城,电商运营,3k-4k,中恩化工,1-3年,本科,20-99人
宣城6,安徽,宣城,电商运营,8k-9k,Nicepeople,1-3年,本科,20-99人
宣城6,安徽,宣城,优化运营推广人员,3k-4k,启凡网络,1-3年,大专,20-99人
宣城6,安徽,宣城,京东运营,5k-10k,快牛电商,1-3年,大专,20-99人
宣城6,安徽,宣城,电商运营,8k-15k,好溢美糕点月饼,1-3年,学历不限,0-20人
宣城6,安徽,宣城,跨境电商运营,4k-8k,杭州虎克科技,1-3年,本科,0-20人
宣城6,安徽,宣城,数据迁移/信息采集,5k-10k,众耕教育,经验不限,学历不限,20-99人
宣城6,安徽,宣城,市场助理,3k-4k,安徽明腾永磁机电,经验不限,本科,100-499人
宣城6,安徽,宣城,Python开发工程师,6k-8k,安徽三实,1-3年,大专,20-99人
宣城6,安徽,宣城,薄膜材料高级工程师,7k-9k,安德科铭,5-10年,硕士,20-99人
宣城6,安徽,宣城,网络推广,3k-6k,盛文电商,1年以内,本科,20-99人
宣城6,安徽,宣城,点餐事业部-合肥-BD,7k-13k,美团网,1-3年,大专,10000人以上
宣城6,安徽,宣城,阿里巴巴1688运营店长华夏茶城,3k-6k,安徽慕羊,经验不限,学历不限,0-20人
宣城6,安徽,宣城,市场营销,10k-15k,众势信用,1年以内,大专,1000-9999人
宣城6,安徽,宣城,网络推广,6k-10k,塞恩影视,经验不限,学历不限,20-99人
宣城6,安徽,宣城,运营助理/专员,6k-8k,宇鑫物流,1年以内,本科,10000人以上
宣城6,安徽,宣城,信息员,2k-4k,华源聚源,1-3年,大专,100-499人
宣城6,安徽,宣城,销售助理,4k-6k,佳琪食品,1-3年,大专,20-99人
宣城6,安徽,宣城,网络推广专员,4k-7k,启凡网络,1-3年,大专,20-99人
宣城6,安徽,宣城,销售助理,3k-4k,易普达,1年以内,大专,100-499人
宣城6,安徽,宣城,运营助理/专员,4k-5k,比原网络,1年以内,中专/中技,20-99人
